TeamId,TeamName,SubmissionDate,Score
1708549,"Chaobin Yang","2018-08-29 23:49:00",0.80000
1698047,Jebq,"2018-08-28 08:35:53",0.79998
1704874,raddar,"2018-08-29 23:00:57",0.79994
1984980,jessi0422,"2018-08-29 23:22:52",0.79992
1735289,"Curtis's Kaggle Masters","2018-08-29 21:53:36",0.79992
1854419,"James Davis","2018-08-29 17:07:03",0.79987
1836684,GREEEN,"2018-08-29 23:12:54",0.79985
1725455,"il brutto","2018-08-29 14:47:52",0.79979
1744384,Justfor,"2018-08-29 22:46:29",0.79975
2009494,XuleiYang,"2018-08-29 10:32:16",0.79973
1712278,"James Trotman","2018-08-29 23:11:44",0.79973
1966935,"Nat Bel ML Fun","2018-08-29 23:44:32",0.79968
1892589,"Florian Laroumagne","2018-08-29 18:50:41",0.79968
1697204,"1-day challenge","2018-08-29 09:58:45",0.79965
1697562,大黑楼,"2018-08-21 23:21:27",0.79961
1804046,全村的希望,"2018-08-29 09:55:56",0.79960
1711804,"Davut Polat","2018-08-29 23:05:02",0.79959
1737581,"Igor Iwaskiv","2018-08-29 18:42:16",0.79959
1716026,"Last day ensemblers","2018-08-29 22:41:39",0.79954
1715126,y_tanabe,"2018-08-29 11:31:01",0.79950
1747671,"Justin Talbot","2018-08-01 18:10:37",0.79949
1987765,"[ods.ai] Phoenix","2018-08-29 23:02:01",0.79948
1697529,"Life of Shakedown","2018-08-29 20:18:30",0.79938
1708058,Nerdiholic,"2018-08-29 21:03:21",0.79937
1718603,"Lukasz Grad","2018-08-29 20:29:02",0.79935
1992426,CODEKITTY,"2018-08-17 07:18:41",0.79934
1703434,"Harish ","2018-08-29 23:46:25",0.79930
1700231,nrg,"2018-08-29 15:49:18",0.79921
1714249,Nooh,"2018-08-29 04:24:55",0.79916
1740188,Driac,"2018-08-29 15:35:03",0.79916
1742079,"Identt Team","2018-08-10 09:56:21",0.79916
1897251,"Andrii Gogniat","2018-08-29 22:39:17",0.79915
1706736,"cumbersome baseline","2018-08-29 21:38:07",0.79913
1698508,"Philippe Lonjoux","2018-08-29 22:19:04",0.79913
1698048,顽石,"2018-08-29 04:01:26",0.79912
1697923,R&2J,"2018-08-29 23:57:54",0.79909
1825721,kenmatsu4,"2018-08-29 23:51:53",0.79908
1714703,"The Three Caballeros","2018-08-29 19:25:30",0.79907
2007014,"Zizhong Fan","2018-08-29 23:58:44",0.79905
1914530,"Kjetil & Thomas","2018-08-29 22:31:30",0.79904
1705544,"[ods.ai] Lasteg","2018-08-29 20:51:03",0.79904
1736774,Tommao,"2018-08-29 23:57:40",0.79903
1724230,"YaGana Sheriff-Hussaini","2018-08-29 23:47:51",0.79900
1727954,"Anton Loss","2018-08-29 22:54:30",0.79898
1746143,"Team AK","2018-08-29 11:31:39",0.79898
1739341,littlelight,"2018-08-29 16:00:09",0.79892
1705712,snovik,"2018-08-29 22:00:17",0.79888
1856635,langzi,"2018-08-29 12:44:07",0.79887
1698025,DressedForUni,"2018-08-29 11:01:44",0.79886
1829515,"Andrey Kiryasov","2018-08-25 14:55:28",0.79881
1704652,Damon,"2018-08-29 00:28:11",0.79878
1823801,"[ods.ai] Kruegger","2018-08-28 11:48:17",0.79876
2010684,YedaAnna,"2018-08-27 15:31:22",0.79868
1822930,yangDDD,"2018-08-18 11:16:55",0.79866
1952916,go5paopao,"2018-08-29 21:52:04",0.79865
1703100,numb3r,"2018-08-29 11:56:25",0.79865
1789624,MLRebelde,"2018-08-29 14:19:01",0.79865
1809856,YiwenTang,"2018-08-29 16:44:23",0.79863
1753233,"Keep moving","2018-08-29 16:33:40",0.79862
1909468,GulshanMishra,"2018-08-29 15:07:27",0.79859
1742330,Auxon,"2018-08-29 23:53:51",0.79858
1779036,"Nathaniel Maddux","2018-08-29 23:07:51",0.79857
1980200,one_more_layer,"2018-08-29 23:36:55",0.79855
1752986,Sidore,"2018-08-29 16:02:44",0.79852
1698371,"Oleg Panichev","2018-08-29 13:29:43",0.79851
1697441,"Intercontinental Blenders","2018-08-29 23:00:14",0.79848
1702942,"Alimbekov Renat [dsmlkz]","2018-08-29 03:16:01",0.79844
1699222,NxGTR,"2018-07-30 02:10:35",0.79842
1860923,轮到我上场了,"2018-08-29 23:56:32",0.79842
1709239,jleecook,"2018-08-29 23:57:21",0.79841
1886933,Sediment,"2018-08-28 17:38:01",0.79840
1825288,"Dmitry Kozlov","2018-08-29 15:31:13",0.79840
1739135,"Costas & Trian","2018-08-29 23:55:22",0.79840
1729838,"John Wilson","2018-08-29 04:20:20",0.79837
1705600,"Holberg A/S","2018-08-29 20:07:23",0.79836
1933060,blacksix,"2018-08-29 23:57:48",0.79833
1772566,"dimos karaflos","2018-08-29 10:16:53",0.79833
1761393,"Antoine Molas","2018-08-29 17:24:34",0.79831
1699044,rickey,"2018-08-29 15:55:54",0.79831
1993458,"Shize Su","2018-08-27 01:42:51",0.79829
1741701,NoCreditHistory,"2018-08-29 07:48:30",0.79825
1727615,keeeeei,"2018-08-29 23:08:04",0.79822
1910701,Janos,"2018-08-28 20:44:58",0.79821
1703667,"Kuixian Zhu","2018-06-11 23:55:09",0.79820
1729033,"Wei Wu","2018-08-29 18:12:22",0.79816
1717632,SimonChen,"2018-08-29 13:04:44",0.79815
1731364,DrHB,"2018-08-29 14:47:59",0.79813
1703565,bangda,"2018-08-29 23:57:40",0.79813
1829562,"Srikanth M","2018-08-29 10:10:53",0.79812
1699705,Moro,"2018-08-27 22:21:46",0.79812
1700436,logachev,"2018-07-23 20:42:34",0.79810
1758006,"Zhibo Zhu","2018-08-06 03:30:40",0.79810
1720384,alosmn,"2018-08-28 03:19:28",0.79808
1931216,"[ods.ai] GoldMiners","2018-08-29 22:16:32",0.79807
1821372,neptune.ml,"2018-08-29 12:47:10",0.79804
1967430,"Xufan Zhang","2018-08-28 02:39:05",0.79803
1738366,lunghino,"2018-08-29 23:52:53",0.79803
1721255,"Abdellah EL MEKKI","2018-08-29 23:44:34",0.79801
1765091,gnevans,"2018-08-27 21:03:53",0.79800
1710994,"John Snow","2018-08-16 02:39:25",0.79799
1699574,"wayward artisan","2018-08-29 23:17:01",0.79799
1773332,BigFaggy,"2018-08-25 22:53:09",0.79797
1789192,kamitsu,"2018-08-29 23:54:20",0.79796
1759188,"Wei Li","2018-08-29 23:48:18",0.79795
1872544,"[ods.ai] banana","2018-08-28 18:40:00",0.79789
1702502,"[ods.ai] blend baby blend like the world is gonna end","2018-08-29 23:26:28",0.79789
1890179,"God mother","2018-08-28 12:00:20",0.79788
1741217,D&Y,"2018-08-29 12:51:03",0.79788
1697749,Conquer,"2018-08-29 12:07:49",0.79784
1826294,"Nikita Gupta","2018-08-29 13:01:26",0.79783
1760565,"[ods.ai] Musician","2018-08-29 21:57:33",0.79782
1699076,Bucephalus,"2018-08-10 13:47:42",0.79782
1761479,"Samrat P","2018-08-29 23:54:39",0.79780
1725612,"Ilya & Phaedrus","2018-08-29 19:20:46",0.79780
1721309,"Universal optimum","2018-08-29 19:08:09",0.79779
1706427,yilisg,"2018-08-29 16:37:28",0.79777
1986050,"kes | Glib Kechyn","2018-08-29 22:03:22",0.79777
1735410,"y_test is all we need :)","2018-08-29 17:07:06",0.79773
1752342,Eason.Chen,"2018-08-29 16:57:02",0.79773
1732310,"90 Days Past Due","2018-08-28 16:28:04",0.79772
1980416,DavidGbodiOdaibo,"2018-08-29 20:41:55",0.79769
1990263,"Nikita Mcowey ","2018-08-29 20:09:27",0.79767
1704179,raindou,"2018-08-19 01:50:24",0.79765
1812801,"M    T    O","2018-08-29 14:10:20",0.79764
1704518,propro,"2018-08-27 14:54:59",0.79763
1697475,"Pedro Schoen","2018-08-28 00:49:55",0.79762
1811576,:D,"2018-08-29 23:58:29",0.79762
1876212,"Bohui Farm","2018-08-28 15:12:33",0.79761
1841236,"Peter Guo","2018-08-26 20:48:44",0.79759
1779801,i-aki.y,"2018-08-15 01:48:50",0.79756
1734606,"Rex Zhou","2018-08-29 16:26:02",0.79756
2008746,"Award Anshuman","2018-08-27 10:12:05",0.79754
1724729,Bless!!!,"2018-08-29 23:54:48",0.79754
1697381,yentianbao,"2018-08-29 09:24:48",0.79753
1770581,"Jared Turkewitz","2018-08-15 04:33:35",0.79752
1711030,"Second poteau Pavard OHHHH","2018-08-29 22:59:00",0.79752
1704803,xiaoteam,"2018-08-27 06:54:01",0.79749
1823557,"Ching-Loong Seow","2018-08-29 23:13:38",0.79748
1741402,"Overtrained Students","2018-08-29 20:58:48",0.79747
1905901,T-Rex,"2018-08-29 16:30:07",0.79746
1709509,"Abhimanyu Dikshit","2018-08-29 18:18:50",0.79746
1723248,HomeCredit,"2018-08-26 08:07:57",0.79745
1793992,eat_hotpot,"2018-08-29 01:00:44",0.79744
1703979,"Lex Toumbourou","2018-08-29 12:49:59",0.79744
1714055,eddie718,"2018-08-24 16:36:23",0.79743
1768112,今天刚开始做,"2018-06-27 04:35:53",0.79743
1985223,"Denis Medyantsev","2018-08-29 07:28:54",0.79742
1702354,imant,"2018-08-29 19:55:05",0.79740
1702744,"Thomas Hoffmann","2018-08-27 00:45:52",0.79740
1757558,That_Dude,"2018-08-29 16:03:02",0.79739
1718385,Metricas,"2018-08-28 09:52:04",0.79739
1880922,"Yinxiao Li","2018-08-29 22:36:03",0.79738
1750699,GaoYL,"2018-08-29 16:14:59",0.79734
1789731,MakingMoneyforGPU,"2018-08-29 03:06:32",0.79732
1722080,"Chicken Dinner","2018-07-30 09:25:55",0.79731
2010707,onceagain,"2018-08-26 14:07:32",0.79731
1784705,orikagkag,"2018-06-17 09:29:12",0.79731
1697767,"Darkhan Nurakhmetov","2018-08-29 09:55:48",0.79730
1714477,ismail,"2018-08-29 21:49:50",0.79729
1698483,"Fætter Guf","2018-08-29 19:59:57",0.79729
1708449,MH.Feng,"2018-08-29 15:41:52",0.79728
1822386,lfcpeng17,"2018-08-29 23:47:54",0.79727
1765983,"[ods.ai] il_buono","2018-08-29 15:39:03",0.79727
1870494,"João Carlota","2018-08-29 18:07:55",0.79726
1820359,"Pietro Marinelli","2018-08-28 23:30:27",0.79723
1723551,"Anton Lytyakov","2018-08-26 18:52:16",0.79722
1859255,"Kent AI Laboratory","2018-08-25 07:05:52",0.79722
1700060,"Thomas SELECK | Fabienvs","2018-08-22 21:42:14",0.79721
1699386,tamreff3290,"2018-08-25 11:45:48",0.79721
1834902,"Yevhen Semanyuk","2018-08-29 23:52:41",0.79720
1920129,Nirvanada,"2018-08-23 07:30:26",0.79720
1742222,Grudniu.K,"2018-08-24 06:07:10",0.79717
1917973,"lost in translation","2018-08-29 18:25:00",0.79716
1737923,VKim,"2018-08-28 07:13:35",0.79716
2007299,"toshiyuki sakai","2018-08-29 13:49:15",0.79711
1732622,"[ods.ai] sggpls","2018-08-29 23:31:08",0.79708
1698367,FJRT,"2018-08-28 14:38:16",0.79708
1706425,Dromosys,"2018-08-27 10:45:14",0.79706
1856764,AiKho,"2018-08-07 07:14:11",0.79706
1919955,young_for_you,"2018-08-29 12:47:32",0.79706
1718492,yuyang,"2018-08-27 03:20:43",0.79705
1831142,ksaw,"2018-08-29 22:54:07",0.79704
1747546,Pandas,"2018-08-26 20:08:34",0.79703
1699089,"Gökhan OKUMUŞ","2018-08-27 17:16:43",0.79702
1701143,keepGYX,"2018-08-24 08:32:24",0.79701
1932364,"M & N","2018-08-28 13:23:15",0.79700
1795025,verginpress,"2018-08-19 04:07:52",0.79700
1713638,来福士16楼菜鸡小队,"2018-08-22 12:19:36",0.79699
1779315,"T Flana","2018-08-29 00:44:35",0.79696
1713637,hanbinpang,"2018-08-17 19:07:25",0.79696
1697719,OgushiMasaya,"2018-08-29 20:45:05",0.79696
1749928,kimi,"2018-08-29 21:54:35",0.79694
1793001,吃成长快乐啦,"2018-08-29 23:18:24",0.79693
1862100,starhao,"2018-08-29 23:21:22",0.79690
1699526,"Anirudh Raghavan","2018-08-29 21:15:28",0.79688
1842190,"best RT team in da world maybe ever","2018-08-29 17:18:21",0.79688
1940780,JeffJeffJeff,"2018-08-29 23:48:03",0.79687
1730845,ebudia,"2018-08-26 09:44:54",0.79685
1724623,redd,"2018-08-27 23:54:06",0.79683
1701809,Revolver,"2018-08-28 21:03:18",0.79683
1704184,"Spencer Uresk","2018-08-26 16:19:05",0.79682
1815591,Johay,"2018-08-29 19:06:39",0.79681
1943408,MLlotus,"2018-08-29 01:22:56",0.79680
1698368,DSS_Kaggle_Club,"2018-08-29 20:49:57",0.79678
1873475,"Dire Nuthatch","2018-08-29 12:24:25",0.79675
1699707,"Peter Klauke","2018-08-29 22:35:22",0.79674
1788609,itdxer,"2018-08-04 15:19:21",0.79673
1900496,天高任鸟飞,"2018-08-29 11:19:39",0.79669
1972597,"Mike Smith","2018-08-29 03:58:17",0.79669
1850133,lauri,"2018-08-28 00:51:22",0.79669
1996007,ode,"2018-08-29 03:29:44",0.79668
1699935,FrLi,"2018-08-18 23:00:16",0.79668
1970511,jdcom,"2018-08-29 14:46:10",0.79666
1731274,JulienAudibert,"2018-08-24 14:42:55",0.79665
1908727,zhongtian,"2018-08-29 15:41:35",0.79664
1700104,"Nikita Kozodoi","2018-08-29 12:50:02",0.79662
1705474,sap3,"2018-08-29 17:27:34",0.79662
1701869,toshiki,"2018-08-29 14:42:22",0.79662
1759049,"Dominik Matula","2018-08-29 21:54:58",0.79661
1708465,"TrailBlazers ~ Leaving a Trail ;)","2018-08-25 04:10:25",0.79661
1715547,"D2C Inc.","2018-08-28 02:19:45",0.79659
1702303,JYLFamily,"2018-07-27 08:08:51",0.79659
1779910,Mazic4,"2018-08-06 15:53:19",0.79659
1697621,Iwill4,"2018-08-03 00:42:00",0.79659
1824626,hayyoshi,"2018-08-03 03:57:38",0.79659
1897517,vclearn,"2018-08-13 06:41:37",0.79659
1996618,"Sergei Posysaev","2018-08-17 11:24:31",0.79659
1973043,jglgl,"2018-08-28 08:22:06",0.79659
1766917,"Nickolay Safronov","2018-08-29 12:44:18",0.79659
1804049,CrazyLad,"2018-08-23 03:36:41",0.79658
1751900,wilan,"2018-08-08 22:16:02",0.79658
1707806,"Qile Tan","2018-08-26 20:50:54",0.79657
1779997,DSDG,"2018-08-29 23:46:50",0.79654
1697849,"Anzor Berezgov","2018-08-29 23:07:50",0.79653
1879533,finetuned,"2018-08-29 17:53:52",0.79651
1857892,"Icfstat - Extra Mile - Peru","2018-08-29 23:43:29",0.79651
1788940,"Josef Semera","2018-08-29 23:31:01",0.79649
1995598,"Team 4AM","2018-08-29 02:48:46",0.79648
1698057,"M Hendra Herviawan","2018-08-28 10:35:18",0.79648
1755086,"i have no idea","2018-08-29 14:20:54",0.79648
1698028,quantumgeek,"2018-08-27 17:21:45",0.79646
1787493,"Will May","2018-08-29 06:09:41",0.79646
1742565,Tilii,"2018-08-29 23:53:06",0.79645
1967543,"Alex Caveny","2018-08-29 22:59:10",0.79644
1713467,rookzeno,"2018-08-29 23:56:28",0.79642
1853676,Sam_,"2018-08-20 00:58:05",0.79641
1715724,Aadan,"2018-08-29 05:38:16",0.79641
1904916,Appian,"2018-08-29 21:36:36",0.79640
1717960,"Gipsy Danger","2018-08-29 20:35:45",0.79640
1704337,"Marnix Koops","2018-08-26 10:23:06",0.79639
1703477,TeraFlops,"2018-08-29 20:41:54",0.79638
1752580,Patrick0815,"2018-08-24 09:42:20",0.79637
1734478,"[ods.ai] Ann Antonova","2018-08-24 06:04:11",0.79637
1848950,del2z,"2018-08-29 08:00:10",0.79637
1831108,krishnak,"2018-08-29 03:05:45",0.79636
1907280,1percent,"2018-08-29 18:57:30",0.79635
1987848,XiaoYu,"2018-08-15 19:41:49",0.79635
1731764,"One for All","2018-08-28 19:45:24",0.79635
1697202,siero,"2018-08-29 09:21:11",0.79633
1953491,"Vadim Kovalev","2018-08-29 22:49:10",0.79633
1820322,Nadezhda,"2018-08-29 18:50:35",0.79631
1836966,popyy0101,"2018-08-29 06:47:01",0.79631
1790159,[ods.ai]BankersTeam,"2018-08-29 23:44:01",0.79630
1879444,"Zsl Kaggle Fun","2018-08-29 04:07:16",0.79629
1700366,"Amit Kumar Jaiswal","2018-08-11 18:19:35",0.79628
1840278,"Kazufumi Suzuki","2018-08-29 12:52:25",0.79628
1840309,aminao4000,"2018-08-29 22:26:06",0.79628
1708114,"miguel perez","2018-08-29 20:08:04",0.79627
1977553,y-cap,"2018-08-29 09:32:58",0.79627
1705307,differentialmind,"2018-08-27 21:18:14",0.79627
1846914,LiuDong,"2018-08-29 16:46:28",0.79626
1698255,"Tim Liu","2018-08-29 22:58:05",0.79626
1768117,PengfeiLV,"2018-08-28 03:38:20",0.79626
1932874,"Chris Barcelon","2018-08-29 00:40:27",0.79625
1702337,Korra,"2018-08-29 14:20:33",0.79624
1823619,fit&transform,"2018-08-29 10:46:11",0.79624
1927318,"Alvis Wong","2018-08-29 18:20:58",0.79624
1882210,"Ryuichi Ishikawa","2018-08-15 01:07:37",0.79622
1958639,"Adel Valiullin","2018-08-29 23:45:45",0.79620
1851594,U023,"2018-08-29 21:44:44",0.79619
1699248,"Igor Praznik","2018-08-29 18:12:19",0.79619
1793010,jiawei,"2018-08-09 11:26:48",0.79618
1734797,simplejulian,"2018-08-29 14:20:24",0.79618
1716832,vanAmsen,"2018-08-27 16:15:27",0.79618
1924415,AbawBot,"2018-08-29 22:13:45",0.79618
1822719,AbawChen,"2018-08-29 22:17:16",0.79618
1725324,BhaskarChaudhary,"2018-08-27 01:53:19",0.79617
1942026,"Yuki Kubo","2018-08-29 22:35:23",0.79617
1863106,TeamData,"2018-08-03 20:12:53",0.79615
1706150,JixuShi,"2018-08-18 11:34:43",0.79613
1791379,MartijnNanne,"2018-08-24 16:28:26",0.79613
1703973,Sridhar,"2018-08-29 23:12:49",0.79613
1784069,kazusoga,"2018-08-29 23:56:26",0.79613
1731519,"Stanislav Chistyakov","2018-08-29 15:23:21",0.79612
1827953,vhessel,"2018-08-29 22:52:30",0.79612
1703832,"SITEM Education","2018-08-29 23:56:32",0.79611
1788735,neongen,"2018-08-20 11:38:25",0.79611
1821306,"Jin Liu","2018-08-29 22:17:55",0.79611
1981248,AI_show,"2018-08-29 10:15:49",0.79610
1935723,wasatch,"2018-08-29 16:27:31",0.79610
1731692,"Michael Schimmer","2018-08-29 07:01:13",0.79610
1705331,🍖👨🏽‍💻❤️,"2018-08-29 20:11:45",0.79609
1831901,bmci,"2018-08-29 23:40:06",0.79609
2009588,"Eduardo Rocha de Andrade","2018-08-29 23:14:54",0.79609
2011827,anatoly,"2018-08-29 14:07:50",0.79609
1786198,Cristiano_Ronaldo_7,"2018-06-16 11:51:28",0.79608
1725541,"Faucet Stopper","2018-08-28 14:58:48",0.79607
1804491,Fenglv,"2018-08-29 18:13:19",0.79607
1926744,WYGOGO,"2018-08-29 01:30:32",0.79606
1851605,richinmind,"2018-08-29 10:39:51",0.79605
2003583,"Sicong Chen","2018-08-29 14:03:38",0.79605
1706078,KartikKannapur,"2018-08-11 21:20:26",0.79605
1749521,zarchi04,"2018-06-25 15:06:18",0.79605
1997459,Alessia,"2018-08-29 21:05:20",0.79603
1698708,"Arthur Stsepanenka","2018-08-27 14:44:05",0.79603
1856282,hackHomeCredit,"2018-08-05 22:02:59",0.79602
1800654,allen1,"2018-08-29 09:59:43",0.79602
1826327,"Not again","2018-08-15 18:54:06",0.79602
1745209,"Jinsong Zheng","2018-08-29 22:11:33",0.79602
1873269,DishonestBEES,"2018-08-29 00:48:24",0.79602
1905587,ZeroCode,"2018-08-28 19:28:52",0.79602
1996916,igeti,"2018-08-29 22:55:48",0.79601
1809916,chi_moveon,"2018-08-29 16:18:53",0.79601
1780196,Makotu,"2018-08-29 23:12:07",0.79600
1849562,Lnv,"2018-08-29 22:06:10",0.79600
2006248,"Last hour blenders","2018-08-29 23:56:04",0.79599
1770350,"Gary Chen","2018-08-29 06:33:54",0.79599
1697286,"Data Alchemists","2018-07-02 19:26:48",0.79599
1702132,sobilly,"2018-08-29 23:08:17",0.79598
1880185,"Aleksei Solovev","2018-08-29 12:50:46",0.79598
1907274,yukiya,"2018-08-29 09:38:12",0.79598
1829925,x0x0w1,"2018-08-29 20:21:04",0.79595
1702228,ysaz,"2018-08-14 20:45:28",0.79594
1784698,Hologram,"2018-06-16 07:20:20",0.79594
1741076,彩虹,"2018-06-16 10:11:14",0.79593
1982883,GitShe11,"2018-08-29 19:17:18",0.79593
1726363,"Paulo Felipe","2018-07-30 02:29:45",0.79593
1750643,"skr skr skr skr skr skr skr skr","2018-08-29 01:49:06",0.79593
1738682,"git push or die trying","2018-08-22 23:54:59",0.79593
1725302,"Moiz Saifee","2018-08-29 09:57:14",0.79593
1744542,"[ods.ai] km_13","2018-08-29 23:14:18",0.79592
1721855,Paperone,"2018-08-27 01:24:25",0.79592
1794259,IBX-Validation,"2018-08-25 14:30:25",0.79592
1851116,"The answer","2018-08-17 17:04:19",0.79592
1785704,"Gonji Cancer","2018-06-16 06:55:28",0.79592
1704041,GolemMaking,"2018-08-29 04:30:13",0.79591
1785573,"satoshi bando","2018-08-12 14:37:32",0.79591
1812555,HaveFun,"2018-08-28 16:09:57",0.79590
1744424,shs,"2018-06-16 08:44:35",0.79590
1717051,"Robin Smits","2018-08-29 20:30:00",0.79590
1705571,qi.zhang,"2018-08-25 16:19:58",0.79590
1877952,kztech,"2018-08-27 21:44:55",0.79589
1800060,admu,"2018-08-29 17:34:16",0.79589
1755878,"Georgi Pamukov","2018-08-29 17:35:00",0.79589
1760439,liuguobin,"2018-08-29 06:02:14",0.79589
1764573,Rabaaoui_Thamer,"2018-08-14 12:26:41",0.79587
1709652,"quadcore Richard Epstein","2018-07-11 18:01:06",0.79587
1825917,"2e Consulting","2018-08-29 23:57:14",0.79587
1730183,Baku,"2018-07-31 14:33:36",0.79587
1746232,"[ods.ai] Mishunyayev Nikita","2018-08-29 16:51:04",0.79586
1711407,DataNerds,"2018-08-14 12:29:47",0.79586
1809180,"[ods.ai] Ruslan  Talipov","2018-08-29 14:25:05",0.79586
1705849,Jessy,"2018-08-29 13:43:29",0.79585
1816725,"Chandan Verma","2018-08-29 03:30:29",0.79585
2008494,YuEnTe,"2018-08-29 23:57:26",0.79584
1730871,Tom57,"2018-08-29 11:58:21",0.79584
1739161,arao,"2018-08-28 18:09:22",0.79583
1837390,yyamada,"2018-08-25 03:46:03",0.79583
2008687,"kaggle on weekends","2018-08-29 15:47:02",0.79583
1702834,"Mark Peng","2018-08-29 13:18:07",0.79582
1826862,"O Keisho","2018-08-29 23:53:11",0.79581
1854256,"Zito Relova","2018-08-29 05:48:24",0.79581
1722376,maxwellzfl,"2018-08-28 00:09:30",0.79581
1715536,"Vikram Grover","2018-08-23 15:26:13",0.79580
1745059,"Pascal Hulot","2018-08-29 20:04:23",0.79579
1721056,"Pavel Svintsov","2018-08-29 08:49:16",0.79579
1786255,Americano,"2018-06-16 14:19:48",0.79578
1777168,nikit,"2018-08-29 13:38:28",0.79578
1756866,"Ashish Singh","2018-07-22 23:36:28",0.79578
1785606,CANPIAO,"2018-06-16 14:49:48",0.79578
1699927,"SVJ24 & AA01","2018-08-29 21:17:46",0.79578
1886845,RyanHuang,"2018-08-24 06:20:40",0.79577
1770099,"Masato Matsui","2018-08-29 13:51:30",0.79576
1889979,"Dang Hai Dang","2018-08-29 18:15:41",0.79576
2008226,Grigory,"2018-08-29 19:04:10",0.79576
1719891,"Saurabh Kumar","2018-08-24 07:00:34",0.79576
1769694,KaKi,"2018-08-27 22:55:35",0.79575
1843809,Terracotta,"2018-08-29 23:28:07",0.79575
1844906,lennonmwy,"2018-08-29 03:03:45",0.79574
1726908,"Eric Oakley","2018-08-29 22:22:37",0.79574
1837856,atumari,"2018-08-29 17:54:45",0.79573
1793426,Profinit,"2018-08-29 21:12:42",0.79573
1780767,vecxoz,"2018-08-29 18:27:05",0.79573
1791071,kagren,"2018-08-29 21:01:11",0.79572
1707926,Shudai,"2018-08-29 22:25:48",0.79572
1703157,"Vladislav Bogorod","2018-08-28 19:22:59",0.79571
1783482,"Tian Tian","2018-08-14 07:34:32",0.79571
1732022,MagzhanK,"2018-08-29 08:39:45",0.79570
1699760,ChinaBoy,"2018-08-28 08:25:13",0.79569
1945756,"Tsakalis Kostas","2018-08-07 06:21:08",0.79569
1981008,"[ods.ai] Kirill Moyseenko","2018-08-29 22:37:56",0.79568
1830661,[Hanlon.ai],"2018-08-27 04:29:02",0.79568
1832719,Aljaž,"2018-08-26 19:32:48",0.79568
1944956,trustcv,"2018-08-29 20:37:42",0.79568
1707767,FinLab,"2018-08-29 11:14:39",0.79567
1699928,"Nishimoto Yuichiro","2018-08-29 22:31:07",0.79567
1954649,"Tomoki Okumura","2018-08-29 03:54:12",0.79565
1699115,vec,"2018-08-27 06:20:29",0.79565
1698195,ZFTurbo,"2018-07-30 20:46:37",0.79564
1698015,sakusaku,"2018-08-29 23:24:01",0.79564
1903375,FakeCat,"2018-07-22 02:35:10",0.79563
1955886,nishkgp,"2018-08-29 19:58:15",0.79562
1712238,"DBi Germany","2018-08-29 14:45:13",0.79562
